,alpha,lambda,kl_divergence,recommendations,time
143,0.37,0.75,1.015872568727314,"[hotel26177, hotel2, hotel14697, hotel91516, hotel14, hotel23, hotel36, hotel49, hotel11, hotel9505]",95.52395987510681
144,0.39,0.75,1.506957303215703,"[hotel26177, hotel2, hotel14697, hotel14, hotel9505, hotel23, hotel49, hotel36, hotel11, hotel51]",102.29936361312866
145,0.41,0.75,1.702672746942214,"[hotel26177, hotel2, hotel14697, hotel14, hotel9505, hotel23, hotel49, hotel11, hotel51, hotel35]",100.23576641082764
146,0.43,0.75,1.702672746942214,"[hotel26177, hotel2, hotel14697, hotel14, hotel9505, hotel23, hotel49, hotel11, hotel51, hotel35]",94.84666275978088
147,0.45,0.75,1.702672746942214,"[hotel26177, hotel2, hotel14697, hotel14, hotel9505, hotel23, hotel49, hotel11, hotel51, hotel35]",95.34934639930725
148,0.47,0.75,1.702672746942214,"[hotel26177, hotel2, hotel14697, hotel14, hotel23, hotel9505, hotel49, hotel11, hotel51, hotel35]",97.41564631462097
149,0.49,0.75,1.702672746942214,"[hotel26177, hotel2, hotel14697, hotel14, hotel23, hotel9505, hotel49, hotel11, hotel51, hotel35]",98.6680383682251
150,0.01,0.8,0.20028756808663262,"[hotel122734, hotel177679, hotel3438, hotel119583, hotel2, hotel26177, hotel14697, hotel14, hotel9505, hotel23]",109.84094738960266
151,0.03,0.8,0.20028756808663262,"[hotel122734, hotel177679, hotel3438, hotel119583, hotel2, hotel26177, hotel14697, hotel14, hotel9505, hotel23]",112.08522987365723
152,0.05,0.8,0.20028756808663262,"[hotel122734, hotel177679, hotel3438, hotel119583, hotel2, hotel26177, hotel14697, hotel14, hotel9505, hotel23]",109.75812125205994
153,0.07,0.8,0.20345878910017304,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel14, hotel1099, hotel9505, hotel23]",110.87298369407654
154,0.09,0.8,0.20345878910017304,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel14, hotel1099, hotel23, hotel9505]",110.89519262313843
155,0.11,0.8,0.20345878910017304,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel14, hotel1099, hotel23, hotel9505]",110.34433603286743
156,0.13,0.8,0.20345878910017304,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel14, hotel1099, hotel23, hotel9505]",107.93521046638489
157,0.15,0.8,0.20345878910017304,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel14, hotel1099, hotel23, hotel9505]",108.8987648487091
158,0.17,0.8,0.6216295174449722,"[hotel13206, hotel148622, hotel14697, hotel9505, hotel2, hotel26177, hotel14, hotel23, hotel1099, hotel49]",99.70069098472595
159,0.19,0.8,0.6216295174449722,"[hotel13206, hotel148622, hotel14697, hotel9505, hotel2, hotel26177, hotel14, hotel23, hotel1099, hotel49]",95.85444903373718
160,0.21,0.8,0.6216295174449722,"[hotel13206, hotel148622, hotel14697, hotel2, hotel9505, hotel26177, hotel14, hotel23, hotel1099, hotel49]",96.68484711647034
161,0.23,0.8,0.6216295174449722,"[hotel13206, hotel148622, hotel14697, hotel2, hotel9505, hotel26177, hotel14, hotel23, hotel1099, hotel49]",105.74818706512451
162,0.25,0.8,0.6216295174449722,"[hotel13206, hotel148622, hotel14697, hotel2, hotel9505, hotel26177, hotel14, hotel23, hotel49, hotel1099]",105.42608189582825
163,0.27,0.8,0.6216295174449722,"[hotel13206, hotel148622, hotel14697, hotel2, hotel9505, hotel26177, hotel14, hotel23, hotel49, hotel1099]",104.12260746955872
164,0.29,0.8,0.6216295174449722,"[hotel13206, hotel148622, hotel14697, hotel2, hotel9505, hotel26177, hotel14, hotel23, hotel49, hotel1099]",103.71362042427063
165,0.31,0.8,0.7560742158856806,"[hotel13206, hotel148622, hotel14697, hotel2, hotel9505, hotel26177, hotel14, hotel23, hotel49, hotel11]",103.39252161979675
166,0.33,0.8,0.7560742158856806,"[hotel13206, hotel148622, hotel14697, hotel2, hotel9505, hotel26177, hotel14, hotel23, hotel49, hotel11]",104.00424003601074
167,0.35,0.8,0.7560742158856806,"[hotel13206, hotel148622, hotel14697, hotel2, hotel9505, hotel26177, hotel14, hotel23, hotel49, hotel11]",96.19644474983215
168,0.37,0.8,0.8309366263415809,"[hotel26177, hotel2, hotel14697, hotel91516, hotel36, hotel14, hotel23, hotel1099, hotel49, hotel9505]",88.47042202949524
169,0.39,0.8,0.8309366263415809,"[hotel26177, hotel2, hotel14697, hotel91516, hotel36, hotel14, hotel23, hotel1099, hotel49, hotel9505]",88.7131233215332
170,0.41,0.8,0.9331984555030768,"[hotel26177, hotel2, hotel14697, hotel91516, hotel36, hotel14, hotel23, hotel49, hotel1099, hotel11]",96.13337421417236
171,0.43,0.8,1.015872568727314,"[hotel26177, hotel2, hotel14697, hotel91516, hotel14, hotel23, hotel36, hotel49, hotel11, hotel9505]",100.179922580719
172,0.45,0.8,1.506957303215703,"[hotel26177, hotel2, hotel14697, hotel36, hotel9505, hotel14, hotel23, hotel49, hotel11, hotel51]",100.0614275932312
173,0.47,0.8,1.506957303215703,"[hotel26177, hotel2, hotel14697, hotel14, hotel9505, hotel23, hotel49, hotel36, hotel11, hotel51]",96.31242036819458
174,0.49,0.8,1.702672746942214,"[hotel26177, hotel2, hotel14697, hotel14, hotel9505, hotel23, hotel49, hotel11, hotel51, hotel35]",96.44210696220398
175,0.01,0.85,0.1174812718323871,"[hotel122734, hotel177679, hotel3438, hotel119583, hotel2, hotel26177, hotel14697, hotel14, hotel9505, hotel1099]",108.8519275188446
176,0.03,0.85,0.1174812718323871,"[hotel122734, hotel177679, hotel3438, hotel119583, hotel2, hotel26177, hotel14697, hotel14, hotel9505, hotel1099]",106.59636449813843
177,0.05,0.85,0.1174812718323871,"[hotel122734, hotel177679, hotel3438, hotel119583, hotel2, hotel26177, hotel14697, hotel14, hotel9505, hotel1099]",105.23466110229492
178,0.07,0.85,0.1803868106013665,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel1099, hotel14, hotel9505, hotel49]",93.2197253704071
179,0.09,0.85,0.1803868106013665,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel1099, hotel14, hotel9505, hotel49]",94.66696405410767
180,0.11,0.85,0.1803868106013665,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel1099, hotel14, hotel9505, hotel49]",101.0175507068634
181,0.13,0.85,0.1803868106013665,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel1099, hotel14, hotel9505, hotel49]",104.50351643562317
182,0.15,0.85,0.1803868106013665,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel14, hotel1099, hotel9505, hotel49]",97.43154454231262
183,0.17,0.85,0.1803868106013665,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel14, hotel1099, hotel9505, hotel49]",102.74432134628296
184,0.19,0.85,0.1803868106013665,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel14, hotel1099, hotel9505, hotel49]",106.53408885002136
185,0.21,0.85,0.1803868106013665,"[hotel122734, hotel177679, hotel26177, hotel17674, hotel2, hotel14697, hotel14, hotel1099, hotel49, hotel9505]",105.24759221076965
186,0.23,0.85,0.30138563309367317,"[hotel13206, hotel148622, hotel14697, hotel5487, hotel2, hotel26177, hotel14, hotel119583, hotel49, hotel1099]",99.94218707084656
187,0.25,0.85,0.30138563309367317,"[hotel13206, hotel148622, hotel14697, hotel5487, hotel2, hotel26177, hotel14, hotel119583, hotel49, hotel1099]",100.07439303398132
188,0.27,0.85,0.5758165020017755,"[hotel13206, hotel148622, hotel14697, hotel2, hotel5487, hotel26177, hotel14, hotel1099, hotel49, hotel23]",100.42166304588318
189,0.29,0.85,0.5758165020017755,"[hotel13206, hotel148622, hotel14697, hotel2, hotel5487, hotel26177, hotel14, hotel1099, hotel49, hotel23]",102.98361897468567
190,0.31,0.85,0.5758165020017755,"[hotel13206, hotel148622, hotel14697, hotel2, hotel5487, hotel26177, hotel14, hotel49, hotel1099, hotel23]",102.93918013572693
191,0.33,0.85,0.5758165020017755,"[hotel13206, hotel148622, hotel14697, hotel2, hotel5487, hotel26177, hotel14, hotel49, hotel1099, hotel23]",104.74947309494019
192,0.35,0.85,0.5758165020017755,"[hotel13206, hotel148622, hotel14697, hotel2, hotel5487, hotel26177, hotel14, hotel49, hotel1099, hotel23]",97.0054817199707
193,0.37,0.85,0.6216295174449722,"[hotel13206, hotel148622, hotel14697, hotel2, hotel26177, hotel9505, hotel14, hotel23, hotel1099, hotel49]",94.51017165184021
194,0.39,0.85,0.6216295174449722,"[hotel13206, hotel148622, hotel14697, hotel2, hotel26177, hotel9505, hotel14, hotel23, hotel49, hotel1099]",93.75785231590271
195,0.41,0.85,0.6216295174449722,"[hotel13206, hotel148622, hotel14697, hotel2, hotel26177, hotel9505, hotel14, hotel23, hotel49, hotel1099]",96.91565895080566
196,0.43,0.85,0.7560742158856806,"[hotel13206, hotel148622, hotel14697, hotel2, hotel26177, hotel9505, hotel14, hotel23, hotel49, hotel11]",100.92056584358215
197,0.45,0.85,0.7985386482472077,"[hotel26177, hotel2, hotel14697, hotel123053, hotel36, hotel14, hotel1099, hotel23, hotel49, hotel9505]",99.17314553260803
198,0.47,0.85,0.8890594948252593,"[hotel26177, hotel2, hotel14697, hotel123053, hotel36, hotel14, hotel1099, hotel23, hotel49, hotel11]",98.01110124588013
199,0.49,0.85,0.8890594948252593,"[hotel26177, hotel2, hotel14697, hotel123053, hotel36, hotel14, hotel23, hotel1099, hotel49, hotel11]",98.69349503517151
200,0.01,0.9,0.035925365628109815,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel2, hotel14697, hotel26177, hotel36, hotel26461, hotel5487]",103.71268391609192
201,0.03,0.9,0.035925365628109815,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel2, hotel14697, hotel26177, hotel36, hotel26461, hotel5487]",102.87312245368958
202,0.05,0.9,0.035925365628109815,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel2, hotel14697, hotel26177, hotel36, hotel26461, hotel5487]",103.4438545703888
203,0.07,0.9,0.04929714214346444,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel2, hotel14697, hotel26177, hotel14, hotel26461, hotel5487]",106.60878729820251
204,0.09,0.9,0.05042775212774171,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel5487]",103.91771864891052
205,0.11,0.9,0.05042775212774171,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel5487]",105.79052138328552
206,0.13,0.9,0.05042775212774171,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel5487]",105.83420419692993
207,0.15,0.9,0.0911956990175905,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel36]",107.05888605117798
208,0.17,0.9,0.0911956990175905,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel36]",105.93387937545776
209,0.19,0.9,0.0911956990175905,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel36]",106.04370498657227
210,0.21,0.9,0.0911956990175905,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel36]",105.42655563354492
211,0.23,0.9,0.0911956990175905,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel36]",105.33183264732361
212,0.25,0.9,0.0911956990175905,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel36]",105.82660913467407
213,0.27,0.9,0.1158686656946194,"[hotel122734, hotel177679, hotel26177, hotel5487, hotel2, hotel14697, hotel119583, hotel14, hotel1099, hotel49]",98.75129818916321
214,0.29,0.9,0.1158686656946194,"[hotel122734, hotel177679, hotel26177, hotel5487, hotel2, hotel14697, hotel119583, hotel14, hotel1099, hotel49]",94.50503158569336
215,0.31,0.9,0.1158686656946194,"[hotel122734, hotel177679, hotel26177, hotel5487, hotel2, hotel14697, hotel14, hotel1099, hotel119583, hotel49]",94.7149293422699
216,0.33,0.9,0.1158686656946194,"[hotel122734, hotel177679, hotel26177, hotel5487, hotel2, hotel14697, hotel14, hotel1099, hotel119583, hotel49]",95.64137768745422
217,0.35,0.9,0.30138563309367317,"[hotel13206, hotel148622, hotel14697, hotel5487, hotel2, hotel26177, hotel14, hotel119583, hotel49, hotel1099]",93.5395085811615
218,0.37,0.9,0.30138563309367317,"[hotel13206, hotel148622, hotel14697, hotel5487, hotel2, hotel26177, hotel14, hotel119583, hotel49, hotel1099]",93.64766478538513
219,0.39,0.9,0.4531701189427516,"[hotel13206, hotel148622, hotel14697, hotel2, hotel5487, hotel26177, hotel14, hotel1099, hotel49, hotel42924]",93.57601308822632
220,0.41,0.9,0.53330441803695,"[hotel13206, hotel148622, hotel14697, hotel2, hotel5487, hotel26177, hotel14, hotel1099, hotel49, hotel36]",94.72755837440491
221,0.43,0.9,0.53330441803695,"[hotel13206, hotel148622, hotel14697, hotel2, hotel5487, hotel26177, hotel14, hotel1099, hotel49, hotel36]",92.86010932922363
222,0.45,0.9,0.5602079757168024,"[hotel13206, hotel148622, hotel14697, hotel2, hotel26177, hotel5487, hotel14, hotel1099, hotel49, hotel11]",93.41634130477905
223,0.47,0.9,0.5602079757168024,"[hotel13206, hotel148622, hotel14697, hotel2, hotel26177, hotel5487, hotel14, hotel49, hotel1099, hotel11]",94.88526630401611
224,0.49,0.9,0.5758165020017755,"[hotel13206, hotel148622, hotel14697, hotel2, hotel26177, hotel5487, hotel14, hotel49, hotel1099, hotel23]",93.00877523422241
225,0.01,0.95,0.02220717016655058,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel14697, hotel26177, hotel2, hotel123053, hotel188901]",93.63664555549622
226,0.03,0.95,0.02220717016655058,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel14697, hotel26177, hotel2, hotel123053, hotel188901]",93.32639956474304
227,0.05,0.95,0.02220717016655058,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel14697, hotel26177, hotel2, hotel123053, hotel188901]",94.94514012336731
228,0.07,0.95,0.039984649424033694,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel14697, hotel26177, hotel2, hotel123053, hotel1099]",95.00694346427917
229,0.09,0.95,0.039984649424033694,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel14697, hotel26177, hotel2, hotel123053, hotel1099]",105.99159789085388
230,0.11,0.95,0.039984649424033694,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel14697, hotel26177, hotel2, hotel123053, hotel1099]",103.07938933372498
231,0.13,0.95,0.023337780150827873,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel2, hotel123053, hotel188901]",94.82442903518677
232,0.15,0.95,0.04771249992968459,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel2, hotel26461, hotel5487]",97.78721451759338
233,0.17,0.95,0.04771249992968459,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel2, hotel26461, hotel5487]",95.91975164413452
234,0.19,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",104.51268458366394
235,0.21,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",107.66796612739563
236,0.23,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",108.26029944419861
237,0.25,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",105.10430216789246
238,0.27,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",108.56711435317993
239,0.29,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",107.74787449836731
240,0.31,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",107.75429487228394
241,0.33,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",109.63972234725952
242,0.35,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",97.98548293113708
243,0.37,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",96.8312656879425
244,0.39,0.95,0.03705597561238709,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel36, hotel26461, hotel5487]",101.51064348220825
245,0.41,0.95,0.0911956990175905,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel36]",98.29576110839844
246,0.43,0.95,0.0911956990175905,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel2, hotel14697, hotel1099, hotel14, hotel26461, hotel36]",98.56476259231567
247,0.45,0.95,0.09642856022860055,"[hotel122734, hotel177679, hotel26177, hotel5487, hotel2, hotel14697, hotel119583, hotel14, hotel1099, hotel36]",102.50480484962463
248,0.47,0.95,0.23560205282550173,"[hotel122734, hotel93269, hotel34037, hotel5487, hotel26177, hotel36, hotel14697, hotel2, hotel119583, hotel1099]",95.67113542556763
249,0.49,0.95,0.28382097960045216,"[hotel122734, hotel93269, hotel34037, hotel5487, hotel26177, hotel36, hotel14697, hotel2, hotel119583, hotel14]",98.50360822677612
250,0.01,0.99,0.02230364013586395,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel93269, hotel26461, hotel161750, hotel128880, hotel36]",99.79464983940125
251,0.03,0.99,0.02230364013586395,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel93269, hotel26461, hotel161750, hotel128880, hotel36]",99.18961477279663
252,0.05,0.99,0.027826242217583907,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel93269, hotel57340, hotel200712, hotel178598, hotel2]",101.55155181884766
253,0.07,0.99,0.027826242217583907,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel93269, hotel57340, hotel200712, hotel178598, hotel2]",101.8887414932251
254,0.09,0.99,0.027826242217583907,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel93269, hotel57340, hotel200712, hotel178598, hotel2]",102.73007321357727
255,0.11,0.99,0.027826242217583907,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel93269, hotel57340, hotel200712, hotel178598, hotel2]",107.4550142288208
256,0.13,0.99,0.027826242217583907,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel93269, hotel57340, hotel200712, hotel178598, hotel2]",106.38669013977051
257,0.15,0.99,0.02103151180281196,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel93269, hotel57340, hotel200712, hotel36, hotel128880]",107.73710417747498
258,0.17,0.99,0.02103151180281196,"[hotel122734, hotel177679, hotel56085, hotel119583, hotel3671, hotel93269, hotel57340, hotel200712, hotel36, hotel128880]",106.55142211914062
259,0.19,0.99,0.030485780685063073,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel10514, hotel161750, hotel88177, hotel2]",105.06358194351196
260,0.21,0.99,0.030485780685063073,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel10514, hotel161750, hotel88177, hotel2]",101.27340579032898
261,0.23,0.99,0.030485780685063073,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel10514, hotel161750, hotel88177, hotel2]",99.04858636856079
262,0.25,0.99,0.030485780685063073,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel10514, hotel161750, hotel88177, hotel2]",104.00313186645508
263,0.27,0.99,0.030485780685063073,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel10514, hotel161750, hotel88177, hotel2]",105.1288435459137
264,0.29,0.99,0.030485780685063073,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel10514, hotel161750, hotel88177, hotel2]",105.75181317329407
265,0.31,0.99,0.030485780685063073,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel10514, hotel161750, hotel88177, hotel2]",128.38766932487488
266,0.33,0.99,0.030485780685063073,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel10514, hotel161750, hotel88177, hotel2]",191.95591020584106
267,0.35,0.99,0.0317987845954858,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel72849, hotel36, hotel141310]",199.47586846351624
268,0.37,0.99,0.0317987845954858,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel72849, hotel36, hotel141310]",208.921391248703
269,0.39,0.99,0.0317987845954858,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel72849, hotel36, hotel141310]",124.30439257621765
270,0.41,0.99,0.029597578673873866,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel2, hotel180807, hotel5487]",100.78748631477356
271,0.43,0.99,0.029597578673873866,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel2, hotel180807, hotel5487]",101.72497963905334
272,0.45,0.99,0.029597578673873866,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel2, hotel180807, hotel5487]",103.7156310081482
273,0.47,0.99,0.029597578673873866,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel2, hotel180807, hotel5487]",104.87156510353088
274,0.49,0.99,0.029597578673873866,"[hotel122734, hotel177679, hotel26177, hotel169307, hotel3671, hotel14697, hotel1099, hotel2, hotel180807, hotel5487]",101.41081929206848
